Num_Topics,Coherence_Score
2,0.4406705435529107
3,0.44791738989697494
4,0.45810637348126704
5,0.47002899956606675
6,0.47672202801897506
7,0.485974429791627
8,0.49256742779252527
9,0.4990187050519898
10,0.5010449734909284
11,0.49585102852176544
12,0.4853017627894495
13,0.48671281355131607
14,0.49591220678389225
15,0.4971003725811537
16,0.49749784047602175
17,0.48164437462664694
18,0.5012921273876177
19,0.482936804628075
